imgs,labels,azimuth,elevation,theta,distance
collection_train_train_+_fog_OR_foggy_OR_smog_google_0110_0.jpg,train,4.77233188362303,25.756160426945783,100.23107897609937,55.98593864338408
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0000_0.jpg,aeroplane,16.484052510912623,28.509937868465435,153.57050826454795,43.32706233456266
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0002_0.jpg,aeroplane,30.435027837830273,34.43425612407231,44.356687956567825,49.62688621409735
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0003_0.jpg,aeroplane,190.42505314365474,24.81733557142122,156.27636942368994,21.457489142588962
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0004_0.jpg,aeroplane,207.120427179199,21.656336427059248,118.37394386685429,29.27379351972565
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0005_0.jpg,aeroplane,35.10203237134252,58.60654316504497,47.015020592203236,61.415085226422825
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0006_0.jpg,aeroplane,178.02685032452874,4.493365726135636,72.49828934565242,36.657324335290724
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0007_0.jpg,aeroplane,232.6447255865198,43.909807919775204,157.7816976417428,31.913545996103487
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0008_0.jpg,aeroplane,160.46236207208165,13.045191658346104,0.16890306982547734,73.1817534092318
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0009_0.jpg,aeroplane,225.3738506894878,41.93972988471616,106.03048627820822,3.8761877921820176
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0012_0.jpg,aeroplane,285.44280296045036,53.224233362078905,66.67705926394405,87.21461721068668
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0014_0.jpg,aeroplane,99.26871659995057,57.53234753260402,3.3695892542627797,18.139378921949298
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0015_0.jpg,aeroplane,343.87403302350486,62.944342562278194,84.26438103809087,4.534361959649068
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0016_0.jpg,aeroplane,314.8277878220008,75.62491739593781,95.81092898645257,60.73139722775825
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0018_0.jpg,aeroplane,326.7195613971937,74.09462950103561,153.01575409079553,82.4392284439921
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0019_0.jpg,aeroplane,301.0242044284212,57.64772999600685,29.117870110098423,87.19276475592295
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0021_0.jpg,aeroplane,237.7352083026518,38.45685117936985,19.471162454039554,54.63875657775433
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0021_1.jpg,aeroplane,205.38708041076924,76.7583271855695,116.55763637580469,47.6904363423579
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0021_2.jpg,aeroplane,75.58113714910411,0.6238608361523174,146.94639929699522,86.32083443941035
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0022_0.jpg,aeroplane,147.25115932680094,35.163712281006376,161.1945370081031,15.695131186818575
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0023_0.jpg,aeroplane,152.22595122173425,40.51013980817563,96.83610822477428,27.284469114893156
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0024_0.jpg,aeroplane,134.86862282624492,43.160084372491916,104.94629191861867,41.282436306465335
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0025_0.jpg,aeroplane,0.7213966301410406,55.48238412351591,157.81948157746842,76.72962789448823
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0026_0.jpg,aeroplane,14.20053896104175,57.03703793824923,29.194156553390712,49.44069287407241
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0027_0.jpg,aeroplane,306.1650474282955,73.06320112674982,23.14496936649398,39.53079125333168
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0028_0.jpg,aeroplane,244.57318496775767,39.22993858961222,97.14422598477927,79.1999196493685
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0028_1.jpg,aeroplane,350.3100141841291,68.70433702870628,74.46759737030641,46.823157058109054
collection_aeroplane_aeroplane_+_fog_OR_foggy_OR_smog_google_0029_0.jpg,aeroplane,308.21733540682976,63.25012470110991,76.15310682150324,27.07722702990028
