imgs,labels,azimuth,elevation,theta,distance
pascal_aeroplane_2008_001719_0.jpg,aeroplane,55.98951043571249,58.596411436807166,12.604564942775637,77.5148136675764
pascal_aeroplane_2008_002698_0.jpg,aeroplane,202.5832336247824,24.285329268516698,35.324200087412315,9.910263375330038
pascal_aeroplane_2008_003041_0.jpg,aeroplane,323.08996691638464,42.115700405484326,31.946403017045693,3.1017817262417435
pascal_aeroplane_2008_003196_0.jpg,aeroplane,169.09932320911804,59.92188228600059,44.00701161206804,77.41156315810565
pascal_aeroplane_2008_003575_0.jpg,aeroplane,337.12580087158415,5.310595301953501,22.291530053985937,45.90241078352114
pascal_aeroplane_2008_003688_0.jpg,aeroplane,356.8704999061308,39.28964459774137,20.010202210647257,94.89767251274394
pascal_aeroplane_2008_004165_0.jpg,aeroplane,179.82414023436232,9.858774050907686,16.318541234975157,63.67185889978544
pascal_aeroplane_2008_004239_0.jpg,aeroplane,116.36117140469918,76.3058471126744,25.2115900169355,50.1807552422252
pascal_aeroplane_2008_004739_0.jpg,aeroplane,207.43141792388656,14.750301976453317,12.29550605689043,6.267219569150168
pascal_aeroplane_2008_005036_0.jpg,aeroplane,336.90033853899075,36.6608922177632,26.607774680392836,36.391707681905274
pascal_aeroplane_2008_005250_0.jpg,aeroplane,119.7372567942742,32.20778477754635,23.23988034338598,44.87156720205268
pascal_aeroplane_2008_005310_0.jpg,aeroplane,83.97555644297141,2.9278326386915925,10.20940762584652,57.08414053557203
pascal_aeroplane_2008_005362_0.jpg,aeroplane,312.4712963157432,75.5984299812129,27.414299402678658,39.08546293597752
pascal_aeroplane_2008_005719_0.jpg,aeroplane,119.67713350140707,86.11027607792941,46.09214002117284,46.440034305991986
pascal_aeroplane_2008_005834_0.jpg,aeroplane,79.03533169945513,59.74235245880403,38.13648626473315,78.59484622382402
pascal_aeroplane_2008_005905_0.jpg,aeroplane,315.30760270501577,6.513581991174047,30.702073242139253,3.987363193712781
pascal_aeroplane_2008_006265_0.jpg,aeroplane,242.7193690740925,75.91654466722585,48.873201985357056,33.56025751000743
pascal_aeroplane_2008_006353_0.jpg,aeroplane,332.5319211703389,49.868006446169865,34.00382042546428,13.262325677288693
pascal_aeroplane_2008_006401_0.jpg,aeroplane,201.51317863129015,89.51320088856498,8.009964349568595,85.17438353458343
pascal_aeroplane_2008_006540_0.jpg,aeroplane,107.78692626017603,57.572025249060594,40.12762053638915,73.69846847349012
pascal_aeroplane_2008_006564_0.jpg,aeroplane,228.32407266876322,78.76968442855699,34.83211216338916,33.81319892355406
pascal_aeroplane_2008_006637_0.jpg,aeroplane,145.91667045577339,38.966509358889404,42.62584182727085,84.71327317762339
pascal_aeroplane_2008_006832_0.jpg,aeroplane,8.884424061352144,0.7882375134921406,22.572409258405486,73.67167547428825
pascal_aeroplane_2008_006832_1.jpg,aeroplane,295.5664967948537,56.89912156670888,19.445236197459796,59.74202591817392
pascal_aeroplane_2008_007145_0.jpg,aeroplane,16.34108417283096,17.922963257261976,16.330977516661687,85.40799296554302
pascal_aeroplane_2008_007161_0.jpg,aeroplane,232.69657912840012,41.09755034929837,10.082685267278826,52.43644765633449
pascal_aeroplane_2008_008150_0.jpg,aeroplane,219.44937156658182,43.45510859898315,30.959314871796476,1.9942029521628142
pascal_aeroplane_2008_008150_1.jpg,aeroplane,242.63228153930876,69.70493871475516,21.143134033319335,5.75668507510054
pascal_aeroplane_2008_008180_0.jpg,aeroplane,310.8629859522126,87.0823845382628,18.599266207651567,49.97235401665193
pascal_aeroplane_2008_008180_1.jpg,aeroplane,125.05020524529372,25.108225225001444,39.42953328734398,55.9779621808692
pascal_aeroplane_2008_008247_0.jpg,aeroplane,167.22081623728516,12.85552546533898,6.352482343431942,16.991976465111527
pascal_aeroplane_2008_008247_1.jpg,aeroplane,49.349680811033934,44.611812298649376,41.627625235650434,27.408912077821793
pascal_aeroplane_2008_008411_0.jpg,aeroplane,319.3079036082088,65.18302381464204,26.079621505233728,62.559372708130354
pascal_aeroplane_2008_008464_0.jpg,aeroplane,200.32961916522294,60.8018848711536,31.67788296529276,39.51242486092327
pascal_aeroplane_2008_008471_0.jpg,aeroplane,31.022250875735818,50.651585143539606,9.323318762797138,51.26604247071637
pascal_aeroplane_2008_008496_0.jpg,aeroplane,70.53597266212107,26.912435162414436,5.584475258808911,6.025601287651099
pascal_aeroplane_2008_008507_0.jpg,aeroplane,216.96082087396277,15.392574324258959,24.785221212538417,11.415983908500133
pascal_aeroplane_2009_000500_0.jpg,aeroplane,23.268512491528874,21.012673933474655,47.3706948756052,2.5288490840855813
pascal_aeroplane_2009_000560_0.jpg,aeroplane,177.77969184015748,20.521391421828266,0.1647874688551685,56.62883790732779
pascal_aeroplane_2009_000662_0.jpg,aeroplane,91.51863014118588,78.91705489375424,51.53945786501226,86.62514578869674
pascal_aeroplane_2009_001027_0.jpg,aeroplane,218.27469907183217,21.94223181261844,19.978441556783526,72.10126931153539
pascal_aeroplane_2009_001517_0.jpg,aeroplane,303.65918809839627,87.63855617209012,42.22934502937943,89.93680068159733
pascal_aeroplane_2009_001781_0.jpg,aeroplane,71.0400058766408,17.986542668634574,20.668829110341832,12.002875070537618
pascal_aeroplane_2009_001884_0.jpg,aeroplane,334.6868258753067,35.529912841362716,27.237237091483486,40.9087058407021
pascal_aeroplane_2009_001927_0.jpg,aeroplane,211.40971686549562,49.02593154390827,52.13708310903299,85.61999837989366
pascal_aeroplane_2009_002018_0.jpg,aeroplane,91.01984289419576,66.46627088751546,38.809539954538195,77.92608775570551
pascal_aeroplane_2009_002258_0.jpg,aeroplane,201.46164046710092,58.93083814584613,19.45924572473266,32.923691355485836
pascal_aeroplane_2009_002599_0.jpg,aeroplane,259.62034462278706,4.128741775481422,17.04230471850903,65.42623625334731
pascal_aeroplane_2009_002625_0.jpg,aeroplane,174.11784003051417,75.47370924559272,11.345756390884427,17.301422409977967
pascal_aeroplane_2009_003107_0.jpg,aeroplane,215.07113544435376,52.37507221623379,46.941309339685816,81.10449048755993
pascal_aeroplane_2009_003309_0.jpg,aeroplane,330.69371642134047,34.73501309975915,37.04456242281336,87.42740701643261
pascal_aeroplane_2009_003396_0.jpg,aeroplane,192.87750196980315,44.62198827237456,31.204499188167116,20.23111916275167
pascal_aeroplane_2009_003488_0.jpg,aeroplane,270.9433570122395,40.81446564064783,45.514640895857895,44.47310798597377
pascal_aeroplane_2009_003524_0.jpg,aeroplane,141.57857760846593,39.792418433125604,25.937085660017818,34.764221639035334
pascal_aeroplane_2009_003608_0.jpg,aeroplane,100.26476653491305,4.93787215748233,26.294790442328924,94.19969742101698
pascal_aeroplane_2009_003896_0.jpg,aeroplane,226.71777600748004,44.482224218528465,35.09351113296926,35.34889420217341
pascal_aeroplane_2009_004308_0.jpg,aeroplane,152.82327043186405,40.491381264183666,17.15141349242354,36.57135362371847
pascal_aeroplane_2009_004620_0.jpg,aeroplane,337.593584501716,60.12826186307709,42.59162642158397,90.95858236626532
pascal_aeroplane_2009_004846_0.jpg,aeroplane,156.70144535182595,45.60329754666381,30.201622833534103,19.188653006645854
pascal_aeroplane_2009_004980_0.jpg,aeroplane,236.55469017541722,76.26027779451486,29.237565773646395,83.91476561271382
pascal_aeroplane_2009_005142_0.jpg,aeroplane,85.541219485281,0.5685864303600762,6.289059593260478,58.10683043525042
pascal_aeroplane_2010_000091_0.jpg,aeroplane,182.45907941305225,33.39966771067444,40.303598444857876,20.534083426119683
pascal_aeroplane_2010_000392_0.jpg,aeroplane,128.44637389148298,35.44905278787433,45.02362708200013,40.627184980954866
pascal_aeroplane_2010_000715_0.jpg,aeroplane,12.029203122727434,82.69896383788586,34.58302211901575,85.6180029241972
pascal_aeroplane_2010_000986_0.jpg,aeroplane,320.2433692202063,55.02871952600652,50.5842620900002,65.89836989512271
pascal_aeroplane_2010_002429_0.jpg,aeroplane,31.66063325366381,81.43782787621885,29.60874553039134,45.039123113925925
pascal_aeroplane_2010_002577_0.jpg,aeroplane,106.24080184757361,24.584950021148117,11.834461358968841,88.20517683289233
pascal_aeroplane_2010_002947_0.jpg,aeroplane,254.3628891017301,49.96076794271651,52.48472914577176,86.43282776812605
pascal_aeroplane_2010_003737_0.jpg,aeroplane,240.68567795471836,57.49214152894331,0.7902704252128749,61.86773581377606
pascal_aeroplane_2010_004242_0.jpg,aeroplane,160.77747404672508,79.34587711433736,27.949111145879332,50.55745976056992
pascal_aeroplane_2010_005106_0.jpg,aeroplane,192.72658794192847,42.66260550081656,35.25673175613155,61.62198630752687
pascal_aeroplane_2010_005213_0.jpg,aeroplane,294.5191634280554,63.12148345659267,26.918037419978944,42.66732216880051
pascal_aeroplane_2010_005978_0.jpg,aeroplane,66.78544672422136,47.75139427135965,18.318942245343646,62.06380704058045
pascal_aeroplane_2011_000116_0.jpg,aeroplane,216.22364050341542,4.086172207185134,2.845299650656698,85.63549559819054
pascal_aeroplane_2011_000329_0.jpg,aeroplane,260.4645104152566,44.25943574295229,4.610008161911364,77.36099611690571
pascal_aeroplane_2011_000586_0.jpg,aeroplane,58.29418283591063,38.66712279873918,18.46755523312875,88.78042589794094
pascal_aeroplane_2011_000586_1.jpg,aeroplane,213.81099823710014,65.3735515002484,47.71937901224305,24.254004782377613
pascal_aeroplane_2011_001188_0.jpg,aeroplane,331.65934744880343,31.317271931375434,3.2849690016863655,48.117530729624065
pascal_aeroplane_2011_001514_0.jpg,aeroplane,346.37287426549153,42.36625809218354,15.795338702802297,16.5739470349683
pascal_aeroplane_2011_001789_0.jpg,aeroplane,157.80803531692584,63.50455059586082,8.194288669737503,0.43639356589757
pascal_aeroplane_2011_003154_0.jpg,aeroplane,104.85940579927866,39.15932307542811,12.012273217849105,94.26029485832292
pascal_bicycle_2008_000191_3.jpg,bicycle,294.4411056324384,26.008592911803024,52.62849168943791,51.841476382597996
pascal_bicycle_2008_001375_0.jpg,bicycle,279.8912030436565,54.26549289332199,15.325244106110288,34.857331545181225
pascal_bicycle_2008_002418_1.jpg,bicycle,305.4738644954629,20.34151687124436,27.48558630133338,69.0239684103492
pascal_bicycle_2008_002894_0.jpg,bicycle,182.73978265819466,2.637281655101865,36.52425604691753,83.33984415093379
pascal_bicycle_2008_003682_0.jpg,bicycle,316.25234930646786,52.30728498725609,43.739236603591166,20.35967633289279
pascal_bicycle_2008_003682_1.jpg,bicycle,341.86814448530754,3.2331881001697993,17.870971466263132,1.639467568846679
pascal_bicycle_2008_003682_2.jpg,bicycle,71.13154401286008,72.0004425219339,46.43050383672898,74.3476552597534
pascal_bicycle_2008_006234_0.jpg,bicycle,104.35706952326423,31.971299786310215,37.681523753923315,44.03574337571445
pascal_bicycle_2008_006253_0.jpg,bicycle,331.79942617056,55.951490577410624,2.267868168570739,95.59686568466851
pascal_bicycle_2008_007410_0.jpg,bicycle,234.38645465422817,9.76232537225135,27.032545733430275,5.534498327765722
pascal_bicycle_2008_007510_3.jpg,bicycle,271.49177479072245,81.87135887719218,9.746453344103406,67.26229369672392
pascal_bicycle_2008_007510_4.jpg,bicycle,171.4101621219505,81.63030461874239,49.08121904994536,49.39283641231983
pascal_bicycle_2008_007510_5.jpg,bicycle,324.9099005629837,30.110509428112117,22.67994861807313,55.77348639783021
pascal_bicycle_2008_008021_0.jpg,bicycle,2.4463516186378853,15.091591451030741,31.223547890587554,3.7615473935721093
pascal_bicycle_2008_008080_0.jpg,bicycle,269.2114812432507,12.770348746152214,7.445685799181632,51.824812169301815
pascal_bicycle_2008_008092_0.jpg,bicycle,300.7950175875696,62.10636760829659,3.4085536298570176,87.92830234631629
pascal_bicycle_2008_008112_0.jpg,bicycle,294.87162994996015,60.82883096656072,26.420167518866762,92.91983489681829
pascal_bicycle_2008_008325_0.jpg,bicycle,237.1890921655048,46.09782174721189,11.725483524800893,70.1225684631449
pascal_bicycle_2008_008325_1.jpg,bicycle,151.61695652159412,49.51412097838135,31.88576053844996,52.37091552040487
pascal_bicycle_2008_008671_0.jpg,bicycle,322.2733029236785,52.392646898881026,14.218405026890874,79.71462755732607
pascal_bicycle_2008_008706_1.jpg,bicycle,230.17887307931846,65.18666275561449,2.22052110238359,35.866091825825876
pascal_bicycle_2009_000197_1.jpg,bicycle,285.0773576613388,71.70105803425669,2.7937359336670493,47.56077990369469
pascal_bicycle_2009_000197_2.jpg,bicycle,161.52979341646554,80.65311911879967,34.46817064821249,4.269650550185787
pascal_bicycle_2009_000344_0.jpg,bicycle,187.71548389442063,34.82480047725279,31.142405522784447,21.014937384882707
pascal_bicycle_2009_000805_0.jpg,bicycle,102.02654783875246,31.004247876171803,0.4337706576151599,57.63506562481336
pascal_bicycle_2009_000975_0.jpg,bicycle,277.205395450681,19.18454473780322,39.17752121138606,36.899446634540666
pascal_bicycle_2009_000975_1.jpg,bicycle,5.185903990617629,70.11487993998618,0.9788146663945637,16.801366518222405
pascal_bicycle_2009_001481_0.jpg,bicycle,130.10628558010598,66.46020455424723,0.5670074065946614,65.56087508565176
pascal_bicycle_2009_001642_0.jpg,bicycle,13.683758660375387,13.689669498423392,49.093638646844006,76.56491078361005
pascal_bicycle_2009_001642_2.jpg,bicycle,43.96736665689205,66.22912940044156,42.1271420527791,22.244195329961986
pascal_bicycle_2009_001704_1.jpg,bicycle,233.42145057904142,7.865652147912352,10.225932200303049,76.2795688466355
pascal_bicycle_2009_001840_0.jpg,bicycle,139.57082617310505,43.597524311571846,15.948123067876178,6.753676401757422
pascal_bicycle_2009_001926_0.jpg,bicycle,208.58191475780322,29.49815982867697,31.82626008379716,37.24616097324918
pascal_bicycle_2009_002338_8.jpg,bicycle,358.6747085565434,33.22763345416331,16.61311139620793,83.26647893815635
pascal_bicycle_2009_002338_9.jpg,bicycle,320.69103239635393,46.64316123627951,30.661466521758797,98.85472709846482
pascal_bicycle_2009_002406_0.jpg,bicycle,303.8313875952752,37.374644696067925,30.88358643612542,30.303849422750158
pascal_bicycle_2009_002835_0.jpg,bicycle,349.19125437805474,24.899876050888473,43.759735604360834,33.91155857065809
pascal_bicycle_2009_003519_0.jpg,bicycle,64.14803468647777,46.30262628459327,6.111644367652164,12.294653283910574
pascal_bicycle_2009_004121_0.jpg,bicycle,4.104647315176627,80.08893828481975,20.340073639355204,96.86249323587563
pascal_bicycle_2009_004642_0.jpg,bicycle,32.784429316403845,53.5081993181592,37.427383313081975,88.55147121901365
pascal_bicycle_2009_004972_0.jpg,bicycle,76.6437011513723,11.259442758911469,19.994761485968674,7.659562216296003
pascal_bicycle_2009_005144_0.jpg,bicycle,215.82020775581225,56.7597216365379,50.177615560598475,50.216615355021986
pascal_bicycle_2009_005154_0.jpg,bicycle,85.60391025299278,39.15893687908331,40.61230491145922,70.14254058287355
pascal_bicycle_2009_005265_0.jpg,bicycle,302.8988729046877,22.098428926485308,26.783467565408724,44.88208648722302
pascal_bicycle_2010_000209_0.jpg,bicycle,94.83027520155318,49.17874772289454,15.05126061350747,96.09315371657996
pascal_bicycle_2010_000557_0.jpg,bicycle,262.9734764027374,84.84904142187035,24.928463300058134,3.999001254786211
pascal_bicycle_2010_001592_0.jpg,bicycle,182.45172314269908,66.27710706269657,24.495510357040693,77.30540887651387
pascal_bicycle_2010_002180_0.jpg,bicycle,26.54895248784361,17.698586381689626,24.97375571801451,59.16392755340413
pascal_bicycle_2010_002475_0.jpg,bicycle,276.29037053692326,17.328891615650406,39.07825271571839,12.557359593267117
