imgs,labels,azimuth
collection_aeroplane_aeroplane_+_indoor_google_0022_0.jpg,aeroplane,46.98009448106229
collection_aeroplane_aeroplane_+_indoor_google_0047_0.jpg,aeroplane,35.255841509051216
collection_aeroplane_aeroplane_+_indoor_google_0047_1.jpg,aeroplane,22.77364104965492
collection_aeroplane_aeroplane_+_indoor_google_0047_2.jpg,aeroplane,49.07280716264243
collection_aeroplane_aeroplane_+_indoor_google_0047_3.jpg,aeroplane,59.111694587829625
collection_aeroplane_aeroplane_+_indoor_google_0182_0.jpg,aeroplane,88.59207849571574
collection_aeroplane_aeroplane_+_indoor_google_0184_0.jpg,aeroplane,332.9193249821017
collection_aeroplane_aeroplane_+_indoor_google_0186_0.jpg,aeroplane,91.51918802363664
collection_aeroplane_aeroplane_+_indoor_google_0191_0.jpg,aeroplane,44.60405213757477
collection_aeroplane_aeroplane_+_indoor_google_0192_0.jpg,aeroplane,17.196095075157405
collection_aeroplane_aeroplane_+_outspace_google_0000_0.jpg,aeroplane,323.2673439037298
collection_aeroplane_aeroplane_+_outspace_google_0001_0.jpg,aeroplane,349.9657455230773
collection_aeroplane_aeroplane_+_outspace_google_0002_0.jpg,aeroplane,52.50000000193933
collection_aeroplane_aeroplane_+_outspace_google_0003_0.jpg,aeroplane,189.0377384273596
collection_aeroplane_aeroplane_+_outspace_google_0004_0.jpg,aeroplane,257.83056205489873
collection_aeroplane_aeroplane_+_outspace_google_0004_1.jpg,aeroplane,259.29563592491513
collection_aeroplane_aeroplane_+_outspace_google_0005_0.jpg,aeroplane,58.15788019555885
collection_aeroplane_aeroplane_+_outspace_google_0006_0.jpg,aeroplane,292.02051662374055
collection_aeroplane_aeroplane_+_outspace_google_0007_0.jpg,aeroplane,120.50200307215042
collection_aeroplane_aeroplane_+_outspace_google_0008_0.jpg,aeroplane,303.7014021943204
collection_aeroplane_aeroplane_+_outspace_google_0009_0.jpg,aeroplane,347.30088525439703
collection_aeroplane_aeroplane_+_outspace_google_0010_0.jpg,aeroplane,237.9885503893225
collection_aeroplane_aeroplane_+_outspace_google_0014_0.jpg,aeroplane,152.49999999388817
collection_aeroplane_aeroplane_+_outspace_google_0015_0.jpg,aeroplane,336.2077409956325
collection_aeroplane_aeroplane_+_outspace_google_0015_1.jpg,aeroplane,312.8386954975504
collection_aeroplane_aeroplane_+_outspace_google_0016_0.jpg,aeroplane,333.5075146998679
collection_aeroplane_aeroplane_+_outspace_google_0021_0.jpg,aeroplane,61.14996340358274
collection_aeroplane_aeroplane_+_outspace_google_0022_0.jpg,aeroplane,262.46132259057146
collection_aeroplane_aeroplane_+_outspace_google_0022_1.jpg,aeroplane,247.4999999872928
collection_aeroplane_aeroplane_+_outspace_google_0023_0.jpg,aeroplane,92.98905078637092
collection_aeroplane_aeroplane_+_outspace_google_0026_0.jpg,aeroplane,326.96202675788345
collection_aeroplane_aeroplane_+_outspace_google_0029_0.jpg,aeroplane,247.5000008944222
collection_aeroplane_aeroplane_+_outspace_google_0031_0.jpg,aeroplane,112.49999984449
collection_aeroplane_aeroplane_+_outspace_google_0032_0.jpg,aeroplane,42.31199734563426
collection_aeroplane_aeroplane_+_outspace_google_0034_0.jpg,aeroplane,148.82275845595225
collection_aeroplane_aeroplane_+_outspace_google_0035_0.jpg,aeroplane,0.8515271010443393
collection_aeroplane_aeroplane_+_outspace_google_0036_0.jpg,aeroplane,272.49999997319406
collection_aeroplane_aeroplane_+_outspace_google_0037_0.jpg,aeroplane,293.85638868618787
collection_aeroplane_aeroplane_+_outspace_google_0040_0.jpg,aeroplane,96.7012275401176
collection_aeroplane_aeroplane_+_outspace_google_0040_1.jpg,aeroplane,143.8036788499673
collection_aeroplane_aeroplane_+_outspace_google_0040_2.jpg,aeroplane,127.07975830864234
collection_aeroplane_aeroplane_+_outspace_google_0041_0.jpg,aeroplane,39.13426542486009
collection_aeroplane_aeroplane_+_outspace_google_0043_0.jpg,aeroplane,102.2614775865508
collection_aeroplane_aeroplane_+_outspace_google_0044_0.jpg,aeroplane,1.5540351633803714e-08
collection_aeroplane_aeroplane_+_outspace_google_0045_0.jpg,aeroplane,93.26144516372251
collection_aeroplane_aeroplane_+_outspace_google_0048_0.jpg,aeroplane,272.1883154936865
collection_aeroplane_aeroplane_+_outspace_google_0053_0.jpg,aeroplane,112.52389313872864
collection_aeroplane_aeroplane_+_outspace_google_0053_1.jpg,aeroplane,141.8492883133843
collection_aeroplane_aeroplane_+_outspace_google_0058_0.jpg,aeroplane,148.3844032157224
collection_aeroplane_aeroplane_+_outspace_google_0059_0.jpg,aeroplane,127.50000065973572
collection_aeroplane_aeroplane_+_outspace_google_0059_1.jpg,aeroplane,127.50000308093124
collection_aeroplane_aeroplane_+_outspace_google_0060_0.jpg,aeroplane,111.4743675000871
collection_aeroplane_aeroplane_+_outspace_google_0061_0.jpg,aeroplane,291.4491101565892
collection_aeroplane_aeroplane_+_outspace_google_0062_0.jpg,aeroplane,266.1822207825988
collection_aeroplane_aeroplane_+_outspace_google_0071_0.jpg,aeroplane,260.8313417849962
collection_aeroplane_aeroplane_+_outspace_google_0071_1.jpg,aeroplane,268.3487203196231
collection_aeroplane_aeroplane_+_outspace_google_0072_0.jpg,aeroplane,41.50559340512432
collection_aeroplane_aeroplane_+_outspace_google_0074_0.jpg,aeroplane,342.8746546692728
collection_aeroplane_aeroplane_+_outspace_google_0077_0.jpg,aeroplane,272.4999999938038
collection_aeroplane_aeroplane_+_outspace_google_0083_0.jpg,aeroplane,307.5000000002614
collection_aeroplane_aeroplane_+_outspace_google_0085_0.jpg,aeroplane,323.82537177607765
collection_aeroplane_aeroplane_+_outspace_google_0086_0.jpg,aeroplane,319.9521779408001
collection_aeroplane_aeroplane_+_outspace_google_0086_1.jpg,aeroplane,316.420682743796
collection_aeroplane_aeroplane_+_outspace_google_0087_0.jpg,aeroplane,60.4265902526555
collection_aeroplane_aeroplane_+_outspace_google_0088_0.jpg,aeroplane,287.05058747510407
collection_aeroplane_aeroplane_+_outspace_google_0090_0.jpg,aeroplane,252.8189766324574
collection_aeroplane_aeroplane_+_outspace_google_0090_1.jpg,aeroplane,271.4248810055603
collection_aeroplane_aeroplane_+_outspace_google_0090_2.jpg,aeroplane,264.4123684641873
