imgs,pred
imagenet_aeroplane_n02690373_10203_1.jpg,train
imagenet_aeroplane_n02690373_1038_0.jpg,train
imagenet_aeroplane_n02690373_1119_2.jpg,train
imagenet_aeroplane_n02690373_1295_0.jpg,train
imagenet_aeroplane_n02690373_10203_1.jpg,train
imagenet_aeroplane_n02690373_1038_0.jpg,train
imagenet_aeroplane_n02690373_1119_2.jpg,train
imagenet_aeroplane_n02690373_1295_0.jpg,train
imagenet_aeroplane_n02690373_1819_0.jpg,train
imagenet_aeroplane_n02690373_18412_0.jpg,train
imagenet_aeroplane_n02690373_1946_0.jpg,train
imagenet_aeroplane_n02690373_2131_0.jpg,train
imagenet_aeroplane_n02690373_3698_0.jpg,train
imagenet_aeroplane_n02690373_6104_1.jpg,train
imagenet_aeroplane_n02690373_7338_1.jpg,train
imagenet_aeroplane_n02691156_10645_0.jpg,train
imagenet_aeroplane_n02691156_13350_0.jpg,train
imagenet_aeroplane_n02691156_23190_0.jpg,train
imagenet_aeroplane_n02691156_5731_0.jpg,train
imagenet_aeroplane_n02691156_7989_0.jpg,train
imagenet_aeroplane_n03335030_13562_0.jpg,train
imagenet_aeroplane_n03335030_16189_0.jpg,train
imagenet_aeroplane_n03335030_16926_0.jpg,train
imagenet_aeroplane_n03335030_21048_0.jpg,train
imagenet_aeroplane_n03335030_4037_0.jpg,train
imagenet_aeroplane_n03335030_6611_0.jpg,train
imagenet_aeroplane_n04012084_10265_0.jpg,train
imagenet_aeroplane_n04012084_2047_0.jpg,train
imagenet_aeroplane_n04012084_2265_1.jpg,train
imagenet_aeroplane_n04012084_871_1.jpg,train
imagenet_bicycle_n02834778_10027_0.jpg,train
imagenet_bicycle_n02834778_10155_0.jpg,train
imagenet_bicycle_n02834778_1020_0.jpg,train
imagenet_bicycle_n02834778_10544_0.jpg,train
imagenet_bicycle_n02834778_10743_0.jpg,train
imagenet_bicycle_n02834778_10841_0.jpg,train
imagenet_bicycle_n02834778_1189_0.jpg,train
imagenet_bicycle_n02834778_1203_0.jpg,train
imagenet_bicycle_n02834778_1203_1.jpg,train
imagenet_bicycle_n02834778_1203_2.jpg,train
imagenet_bicycle_n02834778_12054_0.jpg,train
imagenet_bicycle_n02834778_12193_0.jpg,train
imagenet_bicycle_n02834778_1396_0.jpg,train
